"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol"
"W03F11.4",27.584559397792,-0.0628167916935891,0.288331042135562,0.112495944441637,0.398412247887416,"W03F11.4"
"F12B6.1",972.714971845991,-0.0204434329735562,0.231435228558457,0.830321901896888,0.931263438829,"F12B6.1"
"Y39G10AL.1",5.41728455312915,-0.0248073005414229,0.281651901103998,0.398505010973039,0.68300323691503,"Y39G10AL.1"
"Y39G10AL.3",894.554137607104,0.181894159909595,0.258473575950032,0.222074194124042,0.531681046717042,"Y39G10AL.3"
"Y39G10AR.11",7895.85293148801,-0.00318335634814992,0.150715519843922,0.98090963464752,0.993183969782714,"Y39G10AR.11"
"Y39G10AR.12",671.106807473784,-0.0692608783896737,0.242627168787044,0.598071265714816,0.812094018416474,"Y39G10AR.12"
"Y39G10AR.10",850.130794422243,-0.594738523405923,0.290120238069283,0.00498532406024118,0.0960485505920186,"Y39G10AR.10"
"Y39G10AR.13",1070.15574042498,0.0159677762721517,0.169576169172299,0.905131376794176,0.961613584259542,"Y39G10AR.13"
"Y39G10AR.9",597.621867251226,0.14200223093251,0.20318982360562,0.336387945504148,0.637078017296492,"Y39G10AR.9"
"Y39G10AR.21",675.300816648932,0.373961729583387,0.422164220468897,0.047437173178368,0.281210162720208,"Y39G10AR.21"
"Y39G10AR.20",1662.15119641426,0.279958903807664,0.369858867358669,0.082625953684056,0.351200054793264,"Y39G10AR.20"
"Y39G10AR.8",7189.34952915848,0.267986721662643,0.200893218780767,0.0790467543947529,0.344077669471569,"Y39G10AR.8"
"Y39G10AR.14",1953.43289617872,0.144326350810137,0.141130043889045,0.236785854125507,0.544414507448052,"Y39G10AR.14"
"Y39G10AR.32",408.525032214514,-0.0183334417132485,0.242812365575318,0.893457533427529,0.957102854015206,"Y39G10AR.32"
"Y39G10AR.22",0.105468823658541,-1.63748205299206e-05,0.280498453663766,0.697137591908014,NA,"Y39G10AR.22"
"Y39G10AR.16",16.5203182967624,-0.0103430631111799,0.274765528695708,0.857951875491918,0.944219053716339,"Y39G10AR.16"
"Y39G10AR.6",3744.41050264088,-2.74056980384637,0.186174838326451,2.09629557856386e-49,1.24205513029908e-45,"Y39G10AR.6"
"Y39G10AR.5",11.8752535250127,-0.00994141923630126,0.279606371253219,0.75692140131038,0.897762076550564,"Y39G10AR.5"
"Y39G10AR.17",260.74784308681,0.310647256327297,0.377397744132292,0.074402794466063,0.336388063495935,"Y39G10AR.17"
"Y39G10AR.18",2435.27005630716,0.0186884574914836,0.238247253756332,0.880145792026195,0.953526551525281,"Y39G10AR.18"
"Y39G10AR.2",813.168936698152,0.229364623620388,0.226164373117048,0.139347160903862,0.433315747859665,"Y39G10AR.2"
"F23C8.13",838.182710424819,0.188485032644387,0.291663576885948,0.192838897595185,0.502228777253393,"F23C8.13"
